id,day,shift,worker_id,preference,requirements,assigned,singleWorkerFitness,finalWorkerPenalty,finalFitnness
627,20,1,1,1,7,1,590,1250,5100
628,20,1,2,0,7,0,680,1250,5100
629,20,1,3,0,7,0,550,1250,5100
630,20,1,4,0,7,0,540,1250,5100
631,20,1,5,1,7,0,500,1250,5100
632,20,1,6,0,7,1,550,1250,5100
633,20,1,7,1,7,0,580,1250,5100
634,20,1,8,1,7,1,660,1250,5100
635,20,1,9,1,7,1,620,1250,5100
636,20,1,10,1,7,1,510,1250,5100
637,20,1,11,1,7,1,570,1250,5100
638,20,2,1,1,8,1,590,1250,5100
639,20,2,2,1,8,1,680,1250,5100
640,20,2,3,1,8,1,550,1250,5100
641,20,2,4,1,8,1,540,1250,5100
642,20,2,5,0,8,1,500,1250,5100
643,20,2,6,1,8,1,550,1250,5100
644,20,2,7,0,8,0,580,1250,5100
645,20,2,8,0,8,0,660,1250,5100
646,20,2,9,0,8,0,620,1250,5100
647,20,2,10,0,8,1,510,1250,5100
648,20,2,11,1,8,1,570,1250,5100
649,20,3,1,0,5,0,590,1250,5100
650,20,3,2,0,5,0,680,1250,5100
651,20,3,3,0,5,0,550,1250,5100
652,20,3,4,0,5,1,540,1250,5100
653,20,3,5,0,5,1,500,1250,5100
654,20,3,6,1,5,1,550,1250,5100
655,20,3,7,1,5,1,580,1250,5100
656,20,3,8,0,5,0,660,1250,5100
657,20,3,9,0,5,0,620,1250,5100
658,20,3,10,1,5,1,510,1250,5100
659,20,3,11,0,5,0,570,1250,5100
660,21,1,1,0,5,0,590,1250,5100
661,21,1,2,0,5,0,680,1250,5100
662,21,1,3,0,5,0,550,1250,5100
663,21,1,4,0,5,1,540,1250,5100
664,21,1,5,0,5,1,500,1250,5100
665,21,1,6,1,5,0,550,1250,5100
666,21,1,7,0,5,1,580,1250,5100
667,21,1,8,1,5,0,660,1250,5100
668,21,1,9,1,5,1,620,1250,5100
669,21,1,10,0,5,0,510,1250,5100
670,21,1,11,1,5,1,570,1250,5100
671,21,2,1,1,5,1,590,1250,5100
672,21,2,2,1,5,1,680,1250,5100
673,21,2,3,0,5,1,550,1250,5100
674,21,2,4,0,5,0,540,1250,5100
675,21,2,5,1,5,0,500,1250,5100
676,21,2,6,0,5,0,550,1250,5100
677,21,2,7,1,5,1,580,1250,5100
678,21,2,8,1,5,1,660,1250,5100
679,21,2,9,0,5,0,620,1250,5100
680,21,2,10,1,5,0,510,1250,5100
681,21,2,11,0,5,1,570,1250,5100
682,21,3,1,1,6,1,590,1250,5100
683,21,3,2,0,6,0,680,1250,5100
684,21,3,3,0,6,0,550,1250,5100
685,21,3,4,0,6,1,540,1250,5100
686,21,3,5,0,6,0,500,1250,5100
687,21,3,6,0,6,1,550,1250,5100
688,21,3,7,1,6,1,580,1250,5100
689,21,3,8,0,6,0,660,1250,5100
690,21,3,9,0,6,0,620,1250,5100
691,21,3,10,1,6,1,510,1250,5100
692,21,3,11,1,6,1,570,1250,5100
693,22,1,1,1,5,0,590,1250,5100
694,22,1,2,1,5,1,680,1250,5100
695,22,1,3,1,5,0,550,1250,5100
696,22,1,4,0,5,0,540,1250,5100
697,22,1,5,0,5,0,500,1250,5100
698,22,1,6,0,5,0,550,1250,5100
699,22,1,7,1,5,1,580,1250,5100
700,22,1,8,1,5,1,660,1250,5100
701,22,1,9,1,5,1,620,1250,5100
702,22,1,10,1,5,0,510,1250,5100
703,22,1,11,1,5,1,570,1250,5100
704,22,2,1,0,8,1,590,1250,5100
705,22,2,2,1,8,1,680,1250,5100
706,22,2,3,0,8,0,550,1250,5100
707,22,2,4,1,8,1,540,1250,5100
708,22,2,5,1,8,1,500,1250,5100
709,22,2,6,1,8,1,550,1250,5100
710,22,2,7,1,8,1,580,1250,5100
711,22,2,8,1,8,1,660,1250,5100
712,22,2,9,0,8,0,620,1250,5100
713,22,2,10,1,8,1,510,1250,5100
714,22,2,11,0,8,0,570,1250,5100
715,22,3,1,1,9,1,590,1250,5100
716,22,3,2,0,9,1,680,1250,5100
717,22,3,3,0,9,1,550,1250,5100
718,22,3,4,1,9,1,540,1250,5100
719,22,3,5,0,9,1,500,1250,5100
720,22,3,6,0,9,1,550,1250,5100
721,22,3,7,1,9,0,580,1250,5100
722,22,3,8,1,9,0,660,1250,5100
723,22,3,9,1,9,1,620,1250,5100
724,22,3,10,1,9,1,510,1250,5100
725,22,3,11,0,9,1,570,1250,5100
726,23,1,1,1,7,1,590,1250,5100
727,23,1,2,1,7,1,680,1250,5100
728,23,1,3,1,7,1,550,1250,5100
729,23,1,4,0,7,0,540,1250,5100
730,23,1,5,1,7,1,500,1250,5100
731,23,1,6,1,7,0,550,1250,5100
732,23,1,7,0,7,1,580,1250,5100
733,23,1,8,1,7,1,660,1250,5100
734,23,1,9,0,7,0,620,1250,5100
735,23,1,10,1,7,0,510,1250,5100
736,23,1,11,1,7,1,570,1250,5100
737,23,2,1,0,10,0,590,1250,5100
738,23,2,2,1,10,1,680,1250,5100
739,23,2,3,0,10,1,550,1250,5100
740,23,2,4,0,10,1,540,1250,5100
741,23,2,5,0,10,1,500,1250,5100
742,23,2,6,1,10,1,550,1250,5100
743,23,2,7,1,10,1,580,1250,5100
744,23,2,8,0,10,1,660,1250,5100
745,23,2,9,0,10,1,620,1250,5100
746,23,2,10,0,10,1,510,1250,5100
747,23,2,11,1,10,1,570,1250,5100
748,23,3,1,0,9,1,590,1250,5100
749,23,3,2,1,9,1,680,1250,5100
750,23,3,3,1,9,0,550,1250,5100
751,23,3,4,1,9,1,540,1250,5100
752,23,3,5,0,9,1,500,1250,5100
753,23,3,6,0,9,1,550,1250,5100
754,23,3,7,1,9,1,580,1250,5100
755,23,3,8,0,9,1,660,1250,5100
756,23,3,9,0,9,0,620,1250,5100
757,23,3,10,0,9,1,510,1250,5100
758,23,3,11,1,9,1,570,1250,5100
759,24,1,1,0,9,1,590,1250,5100
760,24,1,2,1,9,1,680,1250,5100
761,24,1,3,0,9,0,550,1250,5100
762,24,1,4,0,9,1,540,1250,5100
763,24,1,5,1,9,1,500,1250,5100
764,24,1,6,0,9,0,550,1250,5100
765,24,1,7,0,9,1,580,1250,5100
766,24,1,8,1,9,1,660,1250,5100
767,24,1,9,1,9,1,620,1250,5100
768,24,1,10,0,9,1,510,1250,5100
769,24,1,11,0,9,1,570,1250,5100
770,24,2,1,1,5,0,590,1250,5100
771,24,2,2,1,5,1,680,1250,5100
772,24,2,3,0,5,1,550,1250,5100
773,24,2,4,0,5,0,540,1250,5100
774,24,2,5,0,5,0,500,1250,5100
775,24,2,6,1,5,1,550,1250,5100
776,24,2,7,1,5,0,580,1250,5100
777,24,2,8,1,5,0,660,1250,5100
778,24,2,9,1,5,1,620,1250,5100
779,24,2,10,1,5,1,510,1250,5100
780,24,2,11,0,5,0,570,1250,5100
781,24,3,1,0,7,0,590,1250,5100
782,24,3,2,0,7,0,680,1250,5100
783,24,3,3,0,7,1,550,1250,5100
784,24,3,4,1,7,1,540,1250,5100
785,24,3,5,0,7,0,500,1250,5100
786,24,3,6,0,7,1,550,1250,5100
787,24,3,7,1,7,1,580,1250,5100
788,24,3,8,0,7,0,660,1250,5100
789,24,3,9,0,7,0,620,1250,5100
790,24,3,10,0,7,1,510,1250,5100
791,24,3,11,1,7,1,570,1250,5100
792,25,1,1,0,7,1,590,1250,5100
793,25,1,2,0,7,0,680,1250,5100
794,25,1,3,1,7,1,550,1250,5100
795,25,1,4,0,7,0,540,1250,5100
796,25,1,5,1,7,1,500,1250,5100
797,25,1,6,0,7,1,550,1250,5100
798,25,1,7,1,7,1,580,1250,5100
799,25,1,8,1,7,1,660,1250,5100
800,25,1,9,1,7,0,620,1250,5100
801,25,1,10,1,7,0,510,1250,5100
802,25,1,11,1,7,1,570,1250,5100
803,25,2,1,1,10,1,590,1250,5100
804,25,2,2,1,10,1,680,1250,5100
805,25,2,3,0,10,1,550,1250,5100
806,25,2,4,0,10,1,540,1250,5100
807,25,2,5,0,10,1,500,1250,5100
808,25,2,6,1,10,1,550,1250,5100
809,25,2,7,1,10,1,580,1250,5100
810,25,2,8,1,10,1,660,1250,5100
811,25,2,9,0,10,0,620,1250,5100
812,25,2,10,1,10,1,510,1250,5100
813,25,2,11,1,10,1,570,1250,5100
814,25,3,1,1,10,1,590,1250,5100
815,25,3,2,0,10,0,680,1250,5100
816,25,3,3,0,10,1,550,1250,5100
817,25,3,4,1,10,1,540,1250,5100
818,25,3,5,1,10,1,500,1250,5100
819,25,3,6,1,10,1,550,1250,5100
820,25,3,7,1,10,1,580,1250,5100
821,25,3,8,1,10,1,660,1250,5100
822,25,3,9,1,10,1,620,1250,5100
823,25,3,10,1,10,1,510,1250,5100
824,25,3,11,0,10,1,570,1250,5100
825,26,1,1,1,5,0,590,1250,5100
826,26,1,2,0,5,0,680,1250,5100
827,26,1,3,1,5,1,550,1250,5100
828,26,1,4,1,5,1,540,1250,5100
829,26,1,5,1,5,0,500,1250,5100
830,26,1,6,0,5,0,550,1250,5100
831,26,1,7,1,5,0,580,1250,5100
832,26,1,8,1,5,1,660,1250,5100
833,26,1,9,0,5,0,620,1250,5100
834,26,1,10,1,5,1,510,1250,5100
835,26,1,11,0,5,1,570,1250,5100
836,26,2,1,0,8,0,590,1250,5100
837,26,2,2,0,8,1,680,1250,5100
838,26,2,3,1,8,1,550,1250,5100
839,26,2,4,0,8,1,540,1250,5100
840,26,2,5,0,8,1,500,1250,5100
841,26,2,6,0,8,0,550,1250,5100
842,26,2,7,1,8,1,580,1250,5100
843,26,2,8,1,8,1,660,1250,5100
844,26,2,9,0,8,1,620,1250,5100
845,26,2,10,0,8,1,510,1250,5100
846,26,2,11,1,8,1,570,1250,5100
847,26,3,1,1,5,1,590,1250,5100
848,26,3,2,0,5,0,680,1250,5100
849,26,3,3,0,5,0,550,1250,5100
850,26,3,4,1,5,1,540,1250,5100
851,26,3,5,1,5,0,500,1250,5100
852,26,3,6,0,5,0,550,1250,5100
853,26,3,7,0,5,0,580,1250,5100
854,26,3,8,1,5,1,660,1250,5100
855,26,3,9,0,5,0,620,1250,5100
856,26,3,10,0,5,1,510,1250,5100
857,26,3,11,0,5,1,570,1250,5100
858,27,1,1,1,5,1,590,1250,5100
859,27,1,2,1,5,1,680,1250,5100
860,27,1,3,0,5,0,550,1250,5100
861,27,1,4,1,5,0,540,1250,5100
862,27,1,5,0,5,0,500,1250,5100
863,27,1,6,1,5,0,550,1250,5100
864,27,1,7,1,5,0,580,1250,5100
865,27,1,8,0,5,1,660,1250,5100
866,27,1,9,1,5,1,620,1250,5100
867,27,1,10,0,5,1,510,1250,5100
868,27,1,11,0,5,0,570,1250,5100
869,27,2,1,0,7,1,590,1250,5100
870,27,2,2,1,7,1,680,1250,5100
871,27,2,3,0,7,0,550,1250,5100
872,27,2,4,0,7,1,540,1250,5100
873,27,2,5,1,7,1,500,1250,5100
874,27,2,6,1,7,0,550,1250,5100
875,27,2,7,0,7,0,580,1250,5100
876,27,2,8,1,7,1,660,1250,5100
877,27,2,9,1,7,1,620,1250,5100
878,27,2,10,1,7,1,510,1250,5100
879,27,2,11,0,7,0,570,1250,5100
880,27,3,1,0,8,1,590,1250,5100
881,27,3,2,1,8,1,680,1250,5100
882,27,3,3,1,8,1,550,1250,5100
883,27,3,4,0,8,0,540,1250,5100
884,27,3,5,0,8,1,500,1250,5100
885,27,3,6,1,8,1,550,1250,5100
886,27,3,7,0,8,1,580,1250,5100
887,27,3,8,1,8,1,660,1250,5100
888,27,3,9,1,8,1,620,1250,5100
889,27,3,10,1,8,0,510,1250,5100
890,27,3,11,0,8,0,570,1250,5100
891,28,1,1,0,10,1,590,1250,5100
892,28,1,2,0,10,1,680,1250,5100
893,28,1,3,1,10,1,550,1250,5100
894,28,1,4,1,10,0,540,1250,5100
895,28,1,5,0,10,1,500,1250,5100
896,28,1,6,1,10,1,550,1250,5100
897,28,1,7,1,10,1,580,1250,5100
898,28,1,8,1,10,1,660,1250,5100
899,28,1,9,1,10,1,620,1250,5100
900,28,1,10,0,10,1,510,1250,5100
901,28,1,11,1,10,1,570,1250,5100
902,28,2,1,1,7,1,590,1250,5100
903,28,2,2,0,7,0,680,1250,5100
904,28,2,3,0,7,0,550,1250,5100
905,28,2,4,1,7,0,540,1250,5100
906,28,2,5,1,7,1,500,1250,5100
907,28,2,6,0,7,0,550,1250,5100
908,28,2,7,1,7,1,580,1250,5100
909,28,2,8,1,7,1,660,1250,5100
910,28,2,9,1,7,1,620,1250,5100
911,28,2,10,1,7,1,510,1250,5100
912,28,2,11,1,7,1,570,1250,5100
913,28,3,1,1,5,1,590,1250,5100
914,28,3,2,0,5,0,680,1250,5100
915,28,3,3,1,5,1,550,1250,5100
916,28,3,4,1,5,1,540,1250,5100
917,28,3,5,0,5,0,500,1250,5100
918,28,3,6,0,5,1,550,1250,5100
919,28,3,7,1,5,0,580,1250,5100
920,28,3,8,1,5,1,660,1250,5100
921,28,3,9,0,5,0,620,1250,5100
922,28,3,10,1,5,0,510,1250,5100
923,28,3,11,1,5,0,570,1250,5100
924,29,1,1,0,5,0,590,1250,5100
925,29,1,2,0,5,0,680,1250,5100
926,29,1,3,1,5,1,550,1250,5100
927,29,1,4,0,5,0,540,1250,5100
928,29,1,5,0,5,1,500,1250,5100
929,29,1,6,1,5,0,550,1250,5100
930,29,1,7,0,5,0,580,1250,5100
931,29,1,8,0,5,0,660,1250,5100
932,29,1,9,1,5,0,620,1250,5100
933,29,1,10,1,5,1,510,1250,5100
934,29,1,11,0,5,1,570,1250,5100
935,29,2,1,1,8,1,590,1250,5100
936,29,2,2,1,8,1,680,1250,5100
937,29,2,3,0,8,1,550,1250,5100
938,29,2,4,0,8,1,540,1250,5100
939,29,2,5,1,8,1,500,1250,5100
940,29,2,6,1,8,1,550,1250,5100
941,29,2,7,0,8,1,580,1250,5100
942,29,2,8,0,8,0,660,1250,5100
943,29,2,9,0,8,0,620,1250,5100
944,29,2,10,0,8,0,510,1250,5100
945,29,2,11,0,8,1,570,1250,5100
946,29,3,1,1,9,1,590,1250,5100
947,29,3,2,0,9,1,680,1250,5100
948,29,3,3,0,9,0,550,1250,5100
949,29,3,4,0,9,0,540,1250,5100
950,29,3,5,1,9,1,500,1250,5100
951,29,3,6,0,9,1,550,1250,5100
952,29,3,7,0,9,1,580,1250,5100
953,29,3,8,1,9,1,660,1250,5100
954,29,3,9,1,9,1,620,1250,5100
955,29,3,10,0,9,1,510,1250,5100
956,29,3,11,1,9,1,570,1250,5100
957,30,1,1,1,10,1,590,1250,5100
958,30,1,2,0,10,1,680,1250,5100
959,30,1,3,1,10,1,550,1250,5100
960,30,1,4,1,10,0,540,1250,5100
961,30,1,5,1,10,1,500,1250,5100
962,30,1,6,1,10,1,550,1250,5100
963,30,1,7,1,10,1,580,1250,5100
964,30,1,8,1,10,1,660,1250,5100
965,30,1,9,1,10,1,620,1250,5100
966,30,1,10,1,10,1,510,1250,5100
967,30,1,11,0,10,1,570,1250,5100
968,30,2,1,1,7,1,590,1250,5100
969,30,2,2,0,7,0,680,1250,5100
970,30,2,3,1,7,0,550,1250,5100
971,30,2,4,1,7,0,540,1250,5100
972,30,2,5,1,7,1,500,1250,5100
973,30,2,6,0,7,0,550,1250,5100
974,30,2,7,1,7,1,580,1250,5100
975,30,2,8,1,7,1,660,1250,5100
976,30,2,9,1,7,1,620,1250,5100
977,30,2,10,0,7,1,510,1250,5100
978,30,2,11,1,7,1,570,1250,5100
979,30,3,1,0,7,1,590,1250,5100
980,30,3,2,0,7,0,680,1250,5100
981,30,3,3,1,7,1,550,1250,5100
982,30,3,4,1,7,1,540,1250,5100
983,30,3,5,0,7,0,500,1250,5100
984,30,3,6,0,7,0,550,1250,5100
985,30,3,7,1,7,1,580,1250,5100
986,30,3,8,0,7,0,660,1250,5100
987,30,3,9,1,7,1,620,1250,5100
988,30,3,10,1,7,1,510,1250,5100
989,30,3,11,0,7,1,570,1250,5100
