id,day,shift,worker_id,preference,requirements,assigned,singleWorkerFitness,finalWorkerPenalty,sumFitnness
102,4,1,4,1,6,1,600,800,5140
103,4,1,5,0,6,1,570,800,5140
104,4,1,6,0,6,1,570,800,5140
105,4,1,7,1,6,1,650,800,5140
106,4,1,8,1,6,1,500,800,5140
107,4,1,9,1,6,0,490,800,5140
108,4,1,10,1,6,0,500,800,5140
109,4,1,11,1,6,1,480,800,5140
110,4,2,1,0,10,1,500,800,5140
111,4,2,2,1,10,1,540,800,5140
112,4,2,3,0,10,1,540,800,5140
113,4,2,4,0,10,1,600,800,5140
114,4,2,5,1,10,1,570,800,5140
115,4,2,6,1,10,0,570,800,5140
116,4,2,7,1,10,1,650,800,5140
117,4,2,8,1,10,1,500,800,5140
118,4,2,9,1,10,1,490,800,5140
119,4,2,10,1,10,1,500,800,5140
120,4,2,11,0,10,1,480,800,5140
121,4,3,1,0,10,1,500,800,5140
122,4,3,2,1,10,1,540,800,5140
123,4,3,3,0,10,1,540,800,5140
124,4,3,4,0,10,1,600,800,5140
125,4,3,5,0,10,1,570,800,5140
126,4,3,6,0,10,1,570,800,5140
127,4,3,7,1,10,1,650,800,5140
128,4,3,8,0,10,1,500,800,5140
129,4,3,9,0,10,1,490,800,5140
130,4,3,10,0,10,1,500,800,5140
131,4,3,11,0,10,1,480,800,5140
132,5,1,1,1,8,0,500,800,5140
